,Avg Temperature,Accident Count,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Predicted
2020-04-14,3.55,6,0,1,0,0,0,0,0,18.51362297451542
2020-04-13,-2.45,11,1,0,0,0,0,0,0,18.055089426419524
2020-04-12,-5.65,2,0,0,0,0,0,0,1,12.71212234506069
2020-04-11,-5.85,11,0,0,0,0,0,1,0,16.2820799639224
2020-04-10,0.39,3,0,0,0,0,1,0,0,21.268661657007222
2020-04-09,5.2,8,0,0,0,1,0,0,0,18.16799894933457
2020-04-08,0.75,2,0,0,1,0,0,0,0,19.690274548573072
2020-04-07,0.85,12,0,1,0,0,0,0,0,19.10519618718804
2020-04-06,-0.39,13,1,0,0,0,0,0,0,17.603740975269304
2020-04-05,-5.5,4,0,0,0,0,0,0,1,12.679257166578877
2020-04-04,-7.19,4,0,0,0,0,0,1,0,16.57567555835992
2020-04-03,-9.5,12,0,0,0,0,1,0,0,23.43557242490803
2020-04-02,-11.7,14,0,0,0,1,0,0,0,21.870809058285396
2020-04-01,-12.55,7,0,0,1,0,0,0,0,22.60432037396041
2020-03-31,-9.94,17,0,1,0,0,0,0,0,21.46929802597972
2020-03-30,-4.8,6,1,0,0,0,0,0,0,18.569977222634577
2020-03-29,4.8,2,0,0,0,0,0,0,1,10.42251491082778
2020-03-28,1.69,3,0,0,0,0,0,1,0,14.630056992236645
2020-03-27,3.3,6,0,0,0,0,1,0,0,20.63107719446007
2020-03-26,0.1,7,0,0,0,1,0,0,0,19.28541501771618
2020-03-25,-4.89,7,0,0,1,0,0,0,0,20.926005259489205
2020-03-24,-3.75,8,0,1,0,0,0,0,0,20.113061660630276
2020-03-23,2.35,10,1,0,0,0,0,0,0,17.003403715001536
2020-03-22,0.59,6,0,0,0,0,0,0,1,11.344930920217307
2020-03-21,-2.0,5,0,0,0,0,0,1,0,15.438540382889222
2020-03-20,-5.44,9,0,0,0,0,1,0,0,22.54602159400032
2020-03-19,-9.9,5,0,0,0,1,0,0,0,21.47642691650365
2020-03-18,-8.25,15,0,0,1,0,0,0,0,21.662185257481795
2020-03-17,-1.95,8,0,1,0,0,0,0,0,19.718679518848532
2020-03-16,-5.8,17,1,0,0,0,0,0,0,18.789078412513327
2020-03-15,-16.64,10,0,0,0,0,0,0,1,15.120044421828121
2020-03-14,-19.6,26,0,0,0,0,0,1,0,19.294721324755173
2020-03-13,-14.6,44,0,0,0,0,1,0,0,24.552988493289643
2020-03-12,-3.65,25,0,0,0,1,0,0,0,20.10704447976148
2020-03-11,-0.45,13,0,0,1,0,0,0,0,19.95319597642757
2020-03-10,-2.19,19,0,1,0,0,0,0,0,19.77126380441943
2020-03-09,-6.4,22,1,0,0,0,0,0,0,18.920539126440573
2020-03-08,-12.64,18,0,0,0,0,0,0,1,14.243639662313132
2020-03-07,-10.85,26,0,0,0,0,0,1,0,17.377585913316135
2020-03-06,0.75,22,0,0,0,0,1,0,0,21.189785228650873
2020-03-05,0.75,20,0,0,0,1,0,0,0,19.142999244294995
2020-03-04,0.65,22,0,0,1,0,0,0,0,19.712184667560948
2020-03-03,1.99,31,0,1,0,0,0,0,0,18.855420830726267
2020-03-02,4.45,24,1,0,0,0,0,0,0,16.54329121625617
2020-03-01,-3.6,13,0,0,0,0,0,0,1,12.262964905809257
2020-02-29,1.5,10,0,0,0,0,0,1,0,14.671686218313607
2020-02-28,5.45,26,0,0,0,0,1,0,0,20.16000963622076
2020-02-27,4.75,24,0,0,0,1,0,0,0,18.266594484780004
2020-02-26,0.45,19,0,0,1,0,0,0,0,19.756004905536695
2020-02-25,-6.3,31,0,1,0,0,0,0,0,20.671769694821084
2020-02-24,-5.15,20,1,0,0,0,0,0,0,18.646662639092142
2020-02-23,-3.65,13,0,0,0,0,0,0,1,12.273919965303195
2020-02-22,0.04,14,0,0,0,0,0,1,0,14.991573955536577
2020-02-21,1.54,28,0,0,0,0,1,0,0,21.016695288646662
2020-02-20,-1.29,28,0,0,0,1,0,0,0,19.58996567164764
2020-02-19,-7.35,24,0,0,1,0,0,0,0,21.464994186590925
2020-02-18,-11.95,36,0,1,0,0,0,0,0,21.909691417636004
2020-02-17,-9.75,14,1,0,0,0,0,0,0,19.65452811253438
2020-02-16,-2.35,10,0,0,0,0,0,0,1,11.989088418460824
2020-02-15,-1.65,14,0,0,0,0,0,1,0,15.36185496643166
2020-02-14,-3.6,29,0,0,0,0,1,0,0,22.142875404623425
2020-02-13,-2.95,19,0,0,0,1,0,0,0,19.953673646846358
2020-02-12,-10.65,20,0,0,1,0,0,0,0,22.18802811319079
2020-02-11,-1.7,21,0,1,0,0,0,0,0,19.663904221378846
2020-02-10,-3.35,18,1,0,0,0,0,0,0,18.252280497310394
2020-02-09,-5.0,13,0,0,0,0,0,0,1,12.569706571639504
2020-02-08,-6.1,14,0,0,0,0,0,1,0,16.336855261392085
2020-02-07,-4.55,14,0,0,0,0,1,0,0,22.351021535008233
2020-02-06,-1.24,19,0,0,0,1,0,0,0,19.579010612153702
2020-02-05,1.0,10,0,0,1,0,0,0,0,19.635499251103386
2020-02-04,-8.9,16,0,1,0,0,0,0,0,21.241432788505826
2020-02-03,-9.15,15,1,0,0,0,0,0,0,19.52306739860713
2020-02-02,-6.5,28,0,0,0,0,0,0,1,12.898358356457624
2020-02-01,2.95,6,0,0,0,0,0,1,0,14.353989492989422
2020-01-31,2.29,17,0,0,0,0,1,0,0,20.852369396237602
2020-01-30,1.7,8,0,0,0,1,0,0,0,18.934853113910183
2020-01-29,-0.94,7,0,0,1,0,0,0,0,20.060555559468156
2020-01-28,-1.05,16,0,1,0,0,0,0,0,19.52148844795766
2020-01-27,1.04,14,1,0,0,0,0,0,0,17.290426273742696
2020-01-26,-2.25,9,0,0,0,0,0,0,1,11.967178299472948
2020-01-25,2.65,17,0,0,0,0,0,1,0,14.419719849953047
2020-01-24,5.4,21,0,0,0,0,1,0,0,20.170964695714698
2020-01-23,0.34,19,0,0,0,1,0,0,0,19.23283073214528
2020-01-22,0.89,28,0,0,1,0,0,0,0,19.659600381990046
2020-01-21,-0.6,17,0,1,0,0,0,0,0,19.42289291251222
2020-01-20,1.9,19,1,0,0,0,0,0,0,17.101999250446973
2020-01-19,-8.39,19,0,0,0,0,0,0,1,13.312459605328456
2020-01-18,-23.65,19,0,0,0,0,0,1,0,20.182081143764098
2020-01-17,-24.9,30,0,0,0,0,1,0,0,26.80973074904074
2020-01-16,-28.4,30,0,0,0,1,0,0,0,25.529798929260476
2020-01-15,-29.7,38,0,0,1,0,0,0,0,26.361905780380923
2020-01-14,-29.79,55,0,1,0,0,0,0,0,25.818456645072853
2020-01-13,-27.55,57,1,0,0,0,0,0,0,23.554529292376078
2020-01-12,-22.5,6,0,0,0,0,0,0,1,16.40397739451758
2020-01-11,-15.25,17,0,0,0,0,0,1,0,18.34163114878262
2020-01-10,-13.55,27,0,0,0,0,1,0,0,24.32293224391696
2020-01-09,-15.7,22,0,0,0,1,0,0,0,22.747213817800386
2020-01-08,-10.7,24,0,0,1,0,0,0,0,22.198983172684727
2020-01-07,-9.3,18,0,1,0,0,0,0,0,21.329073264457325
2020-01-06,-4.14,16,1,0,0,0,0,0,0,18.425370437314605
2020-01-05,-3.84,6,0,0,0,0,0,0,1,12.315549191380157
2020-01-04,2.75,15,0,0,0,0,0,1,0,14.397809730965172
2020-01-03,-0.45,21,0,0,0,0,1,0,0,21.45270665650537
2020-01-02,-2.95,29,0,0,0,1,0,0,0,19.953673646846358
2020-01-01,-0.25,5,0,0,1,0,0,0,0,19.909375738451818
2019-12-31,4.25,4,0,1,0,0,0,0,0,18.3602521416003
2019-12-30,-1.54,13,1,0,0,0,0,0,0,17.855707343629863
2019-12-29,-3.3,6,0,0,0,0,0,0,1,12.197234548845634
2019-12-28,-7.69,11,0,0,0,0,0,1,0,16.685226153299293
2019-12-27,-5.15,12,0,0,0,0,1,0,0,22.482482248935483
2019-12-26,-9.1,15,0,0,0,1,0,0,0,21.301145964600654
2019-12-25,-9.6,10,0,0,1,0,0,0,0,21.957971863818106
2019-12-24,-11.4,15,0,1,0,0,0,0,0,21.789185763202692
2019-12-23,-6.6,24,1,0,0,0,0,0,0,18.964359364416325
2019-12-22,-4.09,16,0,0,0,0,0,0,1,12.370324488849844
2019-12-21,-1.09,13,0,0,0,0,0,1,0,15.239158300099561
2019-12-20,1.6,29,0,0,0,0,1,0,0,21.003549217253937
2019-12-19,-0.1,25,0,0,0,1,0,0,0,19.32923525569193
2019-12-18,1.95,27,0,0,1,0,0,0,0,19.427353120718575
2019-12-17,3.65,17,0,1,0,0,0,0,0,18.49171285552755
2019-12-16,-5.09,20,1,0,0,0,0,0,0,18.633516567699417
2019-12-15,-9.95,13,0,0,0,0,0,0,1,13.654257461539302
2019-12-14,-8.4,12,0,0,0,0,0,1,0,16.840787998113203
2019-12-13,-12.2,23,0,0,0,0,1,0,0,24.02714563758065
2019-12-12,-9.4,27,0,0,0,1,0,0,0,21.366876321564277
2019-12-11,-9.35,33,0,0,1,0,0,0,0,21.90319656634842
2019-12-10,-7.5,21,0,1,0,0,0,0,0,20.934691122675577
2019-12-09,-4.69,34,1,0,0,0,0,0,0,18.545876091747918
2019-12-08,-11.15,26,0,0,0,0,0,0,1,13.9171788893938
2019-12-07,-4.39,13,0,0,0,0,0,1,0,15.962192226699427
2019-12-06,-5.95,22,0,0,0,0,1,0,0,22.657763200838478
2019-12-05,-7.05,35,0,0,0,1,0,0,0,20.851988525349224
2019-12-04,-4.5,23,0,0,1,0,0,0,0,20.840555795436494
2019-12-03,3.05,24,0,1,0,0,0,0,0,18.623173569454796
2019-12-02,2.9,13,1,0,0,0,0,0,0,16.882898060568227
2019-12-01,-5.44,12,0,0,0,0,0,0,1,12.666111095186153
2019-11-30,-15.45,22,0,0,0,0,0,1,0,18.385451386758373
2019-11-29,-16.1,43,0,0,0,0,1,0,0,24.881640278107763
2019-11-28,-16.25,39,0,0,0,1,0,0,0,22.8677194722337
2019-11-27,-11.0,36,0,0,1,0,0,0,0,22.26471352964835
2019-11-26,-5.7,28,0,1,0,0,0,0,0,20.540308980893833
2019-11-25,-2.65,25,1,0,0,0,0,0,0,18.098909664395272
2019-11-24,3.25,8,0,0,0,0,0,0,1,10.76212175513984
2019-11-23,7.1,10,0,0,0,0,0,1,0,13.444719554992622
2019-11-22,2.65,23,0,0,0,0,1,0,0,20.773492967881253
2019-11-21,-2.35,19,0,0,0,1,0,0,0,19.82221293291911
2019-11-20,-4.75,25,0,0,1,0,0,0,0,20.895331092906183
2019-11-19,0.44,18,0,1,0,0,0,0,0,19.195027675038325
2019-11-18,5.15,12,1,0,0,0,0,0,0,16.389920383341043
2019-11-17,8.1,1,0,0,0,0,0,0,1,9.699480984227915
2019-11-16,4.05,11,0,0,0,0,0,1,0,14.1129781841228
2019-11-15,7.19,24,0,0,0,0,1,0,0,19.77877356583174
2019-11-14,2.0,20,0,0,0,1,0,0,0,18.86912275694656
2019-11-13,4.8,23,0,0,1,0,0,0,0,18.802914729564147
2019-11-12,3.25,21,0,1,0,0,0,0,0,18.579353331479044
2019-11-11,-5.8,10,1,0,0,0,0,0,0,18.789078412513327
2019-11-10,-14.55,16,0,0,0,0,0,0,1,14.66212293498154
2019-11-09,-3.75,14,0,0,0,0,0,1,0,15.821967465177028
2019-11-08,7.25,28,0,0,0,0,1,0,0,19.765627494439016
2019-11-07,-1.45,22,0,0,0,1,0,0,0,19.625021862028238
2019-11-06,-9.69,13,0,0,1,0,0,0,0,21.977690970907194
2019-11-05,-5.2,19,0,1,0,0,0,0,0,20.43075838595446
2019-11-04,-1.4,11,1,0,0,0,0,0,0,17.825033177046837
2019-11-03,0.55,16,0,0,0,0,0,0,1,11.353694967812457
2019-11-02,3.45,17,0,0,0,0,0,1,0,14.24443889805005
2019-11-01,0.75,19,0,0,0,0,1,0,0,21.189785228650873
2019-10-31,0.95,22,0,0,0,1,0,0,0,19.099179006319243
2019-10-30,-1.25,25,0,0,1,0,0,0,0,20.128476928330567
2019-10-29,-9.9,16,0,1,0,0,0,0,0,21.46053397838457
2019-10-28,-7.65,31,1,0,0,0,0,0,0,19.19441561378901
2019-10-27,-2.04,6,0,0,0,0,0,0,1,11.921167049598411
2019-10-26,-2.2,13,0,0,0,0,0,1,0,15.482360620864972
2019-10-25,9.45,24,0,0,0,0,1,0,0,19.283604876705773
2019-10-24,6.9,23,0,0,0,1,0,0,0,17.7955269265407
2019-10-23,2.6,11,0,0,1,0,0,0,0,19.28493734729739
2019-10-22,5.55,15,0,1,0,0,0,0,0,18.075420594757926
2019-10-21,3.75,7,1,0,0,0,0,0,0,16.69666204917129
2019-10-20,0.95,7,0,0,0,0,0,0,1,11.266054491860958
2019-10-19,4.45,6,0,0,0,0,0,1,0,14.025337708171302
2019-10-18,5.95,18,0,0,0,0,1,0,0,20.05045904128139
2019-10-17,8.19,23,0,0,0,1,0,0,0,17.512886391597114
2019-10-16,11.95,26,0,0,1,0,0,0,0,17.236341221931102
2019-10-15,4.09,23,0,1,0,0,0,0,0,18.3953083319809
2019-10-14,1.5,3,1,0,0,0,0,0,0,17.18963972639847
2019-10-13,4.25,6,0,0,0,0,0,0,1,10.543020565261092
2019-10-12,2.99,17,0,0,0,0,0,1,0,14.345225445394274
2019-10-11,-0.1,21,0,0,0,0,1,0,0,21.37602124004781
2019-10-10,-3.59,20,0,0,0,1,0,0,0,20.09389840836876
2019-10-09,-5.8,25,0,0,1,0,0,0,0,21.125387342278866
2019-10-08,-2.15,49,0,1,0,0,0,0,0,19.76249975682428
2019-10-07,9.95,19,1,0,0,0,0,0,0,15.338234671923058
2019-10-06,11.65,13,0,0,0,0,0,0,1,8.921671760158363
2019-10-05,9.3,16,0,0,0,0,0,1,0,12.962696937259377
2019-10-04,6.7,20,0,0,0,0,1,0,0,19.886133148872325
2019-10-03,3.8,17,0,0,0,1,0,0,0,18.474740615164816
2019-10-02,2.95,23,0,0,1,0,0,0,0,19.20825193083983
2019-10-01,-1.5,20,0,1,0,0,0,0,0,19.620083983403095
2019-09-30,-2.19,36,1,0,0,0,0,0,0,17.998123117051048
2019-09-29,-2.29,54,0,0,0,0,0,0,1,11.975942347068099
2019-09-28,-2.2,32,0,0,0,0,0,1,0,15.482360620864972
2019-09-27,0.84,17,0,0,0,0,1,0,0,21.170066121561785
2019-09-26,6.85,16,0,0,0,1,0,0,0,17.806481986034637
2019-09-25,10.1,18,0,0,1,0,0,0,0,17.641678423206784
2019-09-24,10.8,24,0,1,0,0,0,0,0,16.925139347894504
2019-09-23,11.8,16,1,0,0,0,0,0,0,14.932897470647374
2019-09-22,15.15,11,0,0,0,0,0,0,1,8.154817595582747
2019-09-21,12.1,14,0,0,0,0,0,1,0,12.349213605598885
2019-09-20,11.6,23,0,0,0,0,1,0,0,18.812537318466465
2019-09-19,11.7,22,0,0,0,1,0,0,0,16.743841215122714
2019-09-18,10.85,18,0,0,1,0,0,0,0,17.477352530797724
2019-09-17,13.35,20,0,1,0,0,0,0,0,16.3664313137037
2019-09-16,14.55,19,1,0,0,0,0,0,0,14.33036919848082
2019-08-06,16.5,1,0,1,0,0,0,0,0,15.676262565585645
2019-06-13,20.75,15,0,0,0,1,0,0,0,14.76097544672005
2019-06-12,17.2,22,0,0,1,0,0,0,0,16.08605997506768
2019-06-11,14.0,18,0,1,0,0,0,0,0,16.224015540282515
2019-06-10,13.15,17,1,0,0,0,0,0,0,14.637110864311067
2019-06-09,11.25,10,0,0,0,0,0,0,1,9.009312236109862
2019-06-08,9.1,15,0,0,0,0,0,1,0,13.006517175235128
2019-06-07,5.6,17,0,0,0,0,1,0,0,20.12714445773895
2019-06-06,12.85,11,0,0,0,1,0,0,0,16.491874846762155
2019-06-05,14.8,11,0,0,1,0,0,0,0,16.611902830776675
2019-06-04,16.0,18,0,1,0,0,0,0,0,15.78581316052502
2019-06-03,18.25,20,1,0,0,0,0,0,0,13.519694795929455
2019-06-02,18.64,8,0,0,0,0,0,0,1,7.390154442905919
2019-06-01,17.75,17,0,0,0,0,0,1,0,11.111291882783965
2019-05-31,15.95,18,0,0,0,0,1,0,0,17.859447142493917
2019-05-30,17.89,9,0,0,0,1,0,0,0,15.387604849773266
2019-05-29,16.3,11,0,0,1,0,0,0,0,16.28325104595855
2019-05-28,14.05,15,0,1,0,0,0,0,0,16.213060480788577
2019-05-27,11.5,11,1,0,0,0,0,0,0,14.998627827611
2019-05-26,9.14,9,0,0,0,0,0,0,1,9.471615746754019
2019-05-25,8.19,7,0,0,0,0,0,1,0,13.205899258024788
2019-05-24,12.45,16,0,0,0,0,1,0,0,18.626301307069532
2019-05-23,13.0,12,0,0,0,1,0,0,0,16.45900966828034
2019-05-22,10.55,14,0,0,1,0,0,0,0,17.543082887761347
2019-05-21,5.8,13,0,1,0,0,0,0,0,18.02064529728824
2019-05-20,4.1,5,1,0,0,0,0,0,0,16.61997663271373
2019-05-19,6.65,5,0,0,0,0,0,0,1,10.017177709552099
2019-05-18,4.4,11,0,0,0,0,0,1,0,14.03629276766524
2019-05-17,5.05,10,0,0,0,0,1,0,0,20.24765011217226
2019-05-16,7.0,14,0,0,0,1,0,0,0,17.773616807552823
2019-05-15,12.8,12,0,0,1,0,0,0,0,17.050105210534166
2019-05-14,14.25,11,0,1,0,0,0,0,0,16.169240242812826
2019-05-13,12.39,11,1,0,0,0,0,0,0,14.803627768618915
2019-05-12,16.45,7,0,0,0,0,0,0,1,7.869986048740376
2019-05-11,12.15,14,0,0,0,0,0,1,0,12.338258546104948
2019-05-10,13.2,15,0,0,0,0,1,0,0,18.46197541466047
2019-05-09,9.54,13,0,0,0,1,0,0,0,17.217099785260807
2019-05-08,7.25,12,0,0,1,0,0,0,0,18.266116814361215
2019-05-07,5.8,9,0,1,0,0,0,0,0,18.02064529728824
2019-05-06,4.4,14,1,0,0,0,0,0,0,16.554246275750103
2019-05-05,-0.3,6,0,0,0,0,0,0,1,11.539930979209391
2019-05-04,-1.35,16,0,0,0,0,0,1,0,15.296124609468036
2019-05-03,4.05,12,0,0,0,0,1,0,0,20.46675130205101
2019-05-02,5.15,11,0,0,0,1,0,0,0,18.178954008828505
2019-05-01,2.29,16,0,0,1,0,0,0,0,19.3528587161598
2019-04-30,-0.45,10,0,1,0,0,0,0,0,19.39002773403041
2019-04-29,-0.25,7,1,0,0,0,0,0,0,17.573066808686278
2019-04-18,10.55,9,0,0,0,1,0,0,0,16.99580758348327
2019-04-17,8.19,13,0,0,1,0,0,0,0,18.06016169587519
2019-04-16,4.3,15,0,1,0,0,0,0,0,18.34929708210636
2019-04-15,2.65,17,1,0,0,0,0,0,0,16.937673358037912
2019-04-14,5.15,7,0,0,0,0,0,0,1,10.34582949437022
2019-04-13,5.0,17,0,0,0,0,0,1,0,13.90483205373799
2019-04-12,3.35,14,0,0,0,0,1,0,0,20.62012213496613
2019-04-11,2.8,23,0,0,0,1,0,0,0,18.69384180504356
2019-04-10,7.45,10,0,0,1,0,0,0,0,18.222296576385464
2019-04-09,4.15,11,0,1,0,0,0,0,0,18.382162260588174
2019-04-08,5.65,19,1,0,0,0,0,0,0,16.28036978840167
2019-04-07,7.05,6,0,0,0,0,0,0,1,9.9295372336006
2019-04-06,6.85,7,0,0,0,0,0,1,0,13.499494852462309
2019-04-05,4.45,16,0,0,0,0,1,0,0,20.37911082609951
2019-04-04,6.95,19,0,0,0,1,0,0,0,17.78457186704676
2019-04-03,4.69,10,0,0,1,0,0,0,0,18.827015860450807
2019-04-02,3.2,18,0,1,0,0,0,0,0,18.590308390972982
2019-04-01,4.45,5,1,0,0,0,0,0,0,16.54329121625617
2019-03-31,5.3,7,0,0,0,0,0,0,1,10.312964315888408
2019-03-30,5.55,8,0,0,0,0,0,1,0,13.78432639930468
2019-03-29,3.6,11,0,0,0,0,1,0,0,20.565346837496442
2019-03-28,2.5,7,0,0,0,1,0,0,0,18.75957216200719
2019-03-27,2.15,16,0,0,1,0,0,0,0,19.383532882742827
2019-03-26,7.2,10,0,1,0,0,0,0,0,17.713903631457995
2019-03-25,4.35,10,1,0,0,0,0,0,0,16.56520133524404
2019-03-24,0.4,11,0,0,0,0,0,0,1,11.386560146294268
2019-03-23,4.2,12,0,0,0,0,0,1,0,14.080113005640989
2019-03-22,6.15,10,0,0,0,0,1,0,0,20.006638803305638
2019-03-21,5.69,14,0,0,0,1,0,0,0,18.060639366293984
2019-03-20,7.35,12,0,0,1,0,0,0,0,18.24420669537334
2019-03-19,7.15,12,0,1,0,0,0,0,0,17.724858690951933
2019-03-18,4.75,19,1,0,0,0,0,0,0,16.47756085929254
2019-03-17,2.4,10,0,0,0,0,0,0,1,10.948357766536775
2019-03-16,-1.75,10,0,0,0,0,0,1,0,15.383765085419535
2019-03-15,0.1,17,0,0,0,0,1,0,0,21.332201002072058
2019-03-13,-1.95,9,0,0,1,0,0,0,0,20.28184776124569
2019-03-12,1.4,18,0,1,0,0,0,0,0,18.98469053275473
2019-03-11,4.09,16,1,0,0,0,0,0,0,16.622167644612517
2019-03-10,-6.75,5,0,0,0,0,0,0,1,12.953133653927312
2019-03-09,-8.75,13,0,0,0,0,0,1,0,16.917473414570765
2019-03-08,-8.65,20,0,0,0,0,1,0,0,23.249336413511095
2019-03-07,-12.8,15,0,0,0,1,0,0,0,22.11182036715202
2019-03-06,-17.35,10,0,0,1,0,0,0,0,23.656006085378397
2019-03-05,-12.75,17,0,1,0,0,0,0,0,22.084972369539003
2019-03-04,-15.2,16,1,0,0,0,0,0,0,20.84862959737355
2019-03-03,-20.75,9,0,0,0,0,0,0,1,16.020550312229773
2019-03-02,-25.6,3,0,0,0,0,0,1,0,20.609328464027655
2019-03-01,-17.29,14,0,0,0,0,1,0,0,25.142370694063473
2019-02-28,-9.19,10,0,0,0,1,0,0,0,21.32086507168974
2019-02-27,-11.85,18,0,0,1,0,0,0,0,22.450949541045286
2019-02-26,-18.1,17,0,1,0,0,0,0,0,23.2571637353903
2019-02-25,-23.4,23,1,0,0,0,0,0,0,22.645259354379277
2019-02-24,-20.35,18,0,0,0,0,0,0,1,15.932909836278274
2019-02-23,-12.05,26,0,0,0,0,0,1,0,17.640507341170633
2019-02-22,-8.0,19,0,0,0,0,1,0,0,23.10692064008991
2019-02-21,-14.05,13,0,0,0,1,0,0,0,22.385696854500452
2019-02-20,-8.85,23,0,0,1,0,0,0,0,21.793645971409045
2019-02-19,-10.65,21,0,1,0,0,0,0,0,21.62485987079363
2019-02-18,-18.8,14,1,0,0,0,0,0,0,21.63739388093704
2019-02-17,-17.79,13,0,0,0,0,0,0,1,15.37201079018868
2019-02-16,-16.5,31,0,0,0,0,0,1,0,18.615507636131056
2019-02-15,-19.54,36,0,0,0,0,1,0,0,25.635348371290654
2019-02-14,-16.45,21,0,0,0,1,0,0,0,22.911539710209446
2019-02-13,-20.5,41,0,0,1,0,0,0,0,24.346174833496452
2019-02-12,-23.7,38,0,1,0,0,0,0,0,24.484130398711283
2019-02-11,-24.04,42,1,0,0,0,0,0,0,22.785484115901674
2019-02-10,-26.6,15,0,0,0,0,0,0,1,17.302292273020445
2019-02-09,-26.0,33,0,0,0,0,0,1,0,20.696968939979154
2019-02-08,-18.54,43,0,0,0,0,1,0,0,25.416247181411908
2019-02-07,-18.25,30,0,0,0,1,0,0,0,23.30592185199119
2019-02-06,-21.1,36,0,0,1,0,0,0,0,24.4776355474237
2019-02-05,-24.79,37,0,1,0,0,0,0,0,24.722950695679117
2019-02-04,-26.2,18,1,0,0,0,0,0,0,23.25874268603977
2019-02-03,-24.95,19,0,0,0,0,0,0,1,16.94077530972051
2019-02-02,-19.3,16,0,0,0,0,0,1,0,19.22899096779155
2019-02-01,-9.69,9,0,0,0,0,1,0,0,23.477201650984995
2019-01-31,2.09,21,0,0,0,1,0,0,0,18.84940364985747
2019-01-30,-1.49,16,0,0,1,0,0,0,0,20.181061213901465
2019-01-29,-7.1,19,0,1,0,0,0,0,0,20.847050646724078
2019-01-28,-4.95,14,1,0,0,0,0,0,0,18.60284240111639
2019-01-27,2.95,11,0,0,0,0,0,0,1,10.827852112103463
2019-01-26,3.84,9,0,0,0,0,0,1,0,14.158989433997338
2019-01-25,-1.65,18,0,0,0,0,1,0,0,21.715628084359867
2019-01-24,-8.1,18,0,0,0,1,0,0,0,21.082044774721908
2019-01-23,-7.05,18,0,0,1,0,0,0,0,21.3992638296273
2019-01-22,-3.35,23,0,1,0,0,0,0,0,20.025421184678777
2019-01-21,-4.84,20,1,0,0,0,0,0,0,18.578741270229727
2019-01-20,-3.8,10,0,0,0,0,0,0,1,12.306785143785007
2019-01-19,-6.7,19,0,0,0,0,0,1,0,16.468315975319335
2019-01-18,-15.55,36,0,0,0,0,1,0,0,24.76113462367445
2019-01-17,-12.35,26,0,0,0,1,0,0,0,22.013224831706584
2019-01-16,-6.7,23,0,0,1,0,0,0,0,21.32257841316974
2019-01-15,-6.1,21,0,1,0,0,0,0,0,20.627949456845332
2019-01-14,1.5,19,1,0,0,0,0,0,0,17.18963972639847
2019-01-13,2.1,10,0,0,0,0,0,0,1,11.014088123500398
2019-01-12,3.0,10,0,0,0,0,0,1,0,14.343034433495486
2019-01-11,-1.0,17,0,0,0,0,1,0,0,21.57321231093868
2019-01-10,-0.5,18,0,0,0,1,0,0,0,19.41687573164343
